,Company,Sector,Industry,Country,Website,Index,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float / Ratio, / 21.54,Sales,P/S,EPS this Y,Inst Trans,Short Interest,Perf Half Y,Book/sh,P/B,EPS growth next Y,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,52W Range,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Volatility (Week),Volatility (Month),Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change
8119,APO,"Apollo Global Management, Inc.",Financial,Asset Management,,,,2.39,2.10%,584.12M,5.29%,46.18B,10.07,8.11,22.69%,324.24M,1.28%,1399.00M,,1.8,56.10%,3.42% / 4.41,,13.67B,3.38,173.20%,0.69%,11.08M,19.27%,13.82,5.9,21.19%,0.50%,92.46,35.99%,28.05,2.91,19.36%,32.80%,45.62  87.82,27.89%,1.66,5.91,26.50%,36.70%,7.11%,1.68,2.03%,,28.60%,,78.83%,1.88,2540,,444.00%,11.10%,53.43,2.07%,2.09%,Yes,0.81,337.70%,10.20%,0.53,81.6,Yes,0.81,Aug 03 BMO,,2.51M,81.58,2.1,0.69%,5.15%,20.35%,"1,176,497",0.02%
8120,APMU,ActivePassive Intermediate Mcpl Bd ETF,Financial,Exchange Traded Fund,,,,,,,0.18%,,,,,,0.71%,,,,, / ,,,,,,,,,,,,,,,,,,24.41  25.07,2.47%,0.55,,,,2.47%,,2.24%,,,,0.16%,0.05,,,,,35.08,0.11%,0.08%,No,,,,0.1,24.47,No,,,,3.00K,24.45,,0.65%,0.70%,0.81%,263,0.09%
8121,APMI,Financial,Shell Companies,USA,,,43,0.24,10.00%,18.75M,0.19%,193.50M,,,0.00%,13.50M,0.39%,4.50M,,,70.40%,0.01% / 0.01,,,,,0.50%,0.00M,5.09%,7.75,1.33,,3.00%,,6.72%,0,,,3.10%,9.67  11.15,4.24%,,,,,7.44%,0.02,,0.1,,,6.72%,0.06,,0.1,,,52.31,0.10%,0.34%,No,0,74.00%,,0,10.32,Yes,0,,0.00%,105.92K,10.32,,0.07%,0.50%,3.43%,0,0.00%
8122,APM,Aptorum Group Limited,Healthcare,Biotechnology,,,,2.75,22.81%,3.57M,3.70%,8.19M,,,0.00%,1.51M,22.01%,9.80M,,,6.50%,0.62% / 0.51,,1.30M,6.3,61.60%,,0.01M,50.04%,4.4,0.44,,39.80%,80,88.23%,0.47,4.1,,41.90%,1.83  17.30,65.12%,,,23.80%,78.90%,88.91%,0.1,,0.6,,6.20%,4.84%,0.12,18,0.6,33.30%,,32.11,5.15%,5.31%,No,0.41,158.60%,,0.23,1.93,Yes,0.03,,,18.29K,1.92,2,5.34%,23.31%,50.79%,"3,755",0.60%
8123,APLY,YieldMax AAPL Option Income Strategy ETF,Financial,Exchange Traded Fund,,,,,,,2.47%,,,,,,8.47%,,,,, / ,,,,,,,,,,,,,,,,,,19.92  23.02,0.48%,6.67,,,,12.68%,,33.16%,,,,0.88%,0.39,,,,,24.9,2.35%,1.41%,Yes,,,,1.28,20.05,Yes,,,,56.41K,20.1,,7.73%,8.37%,6.41%,"63,347",0.25%
8124,APLT,"Applied Therapeutics, Inc.",Healthcare,Biotechnology,,,,1.83,2.40%,56.36M,15.84%,88.11M,,1.11,0.00%,51.95M,8.55%,69.50M,,0.27,57.10%,2.11% / 4.53,,10.70M,8.23,47.10%,10.80%,1.10M,41.32%,0.07,,2.60%,136.80%,7.67,20.81%,0.39,3.85,,785.00%,0.50  2.18,97.11%,,,54.10%,,31.28%,1.92,,0.9,,,199.90%,0.17,26,0.9,,,47.53,10.32%,10.18%,Yes,,79.60%,,2.51,1.57,Yes,,,,242.10K,1.5,1.3,3.71%,2.88%,33.33%,"534,570",4.59%
8125,APLS,"Apellis Pharmaceuticals, Inc.",Healthcare,Biotechnology,,,,5.84,1.50%,119.32M,33.27%,3.74B,,3.52,14.16%,101.31M,61.98%,657.10M,,1.18,89.80%,9.48% / 2.48,,184.50M,20.29,30.50%,1.82%,9.60M,38.16%,2.89,11.31,29.70%,74.50%,64.21,50.80%,,,33.30%,212.80%,19.83  94.75,36.78%,,,42.80%,103.40%,65.50%,1.16,,4.5,,88.90%,64.85%,4.01,767,5.1,482.80%,,35.28,11.44%,13.46%,Yes,1.24,30.10%,,3.6,27.01,Yes,1.11,Jul 31 BMO,,3.88M,32.69,2,1.81%,50.78%,48.73%,"12,279,583",21.03%
8126,APLM,"Apollomics, Inc.",Healthcare,Biotechnology,,,,0.05,80.33%,13.43M,0.55%,497.44M,,0.72,0.00%,3.95M,4.26%,0.70M,,0.16,90.90%,0.26% / 0.12,,1.34M,371.5,78.80%,0.55%,0.01M,48.27%,7.56,0.71,1.40%,0.60%,21.5,45.94%,1.16,4.63,,0.70%,3.71  49.00,47.97%,,,,,89.00%,0.92,,18.3,,,45.28%,0.37,43,18.3,39.30%,,49.95,5.38%,7.04%,No,0,92.90%,,0.01,5.25,Yes,0,,,82.14K,5.39,2,0.83%,1.50%,35.97%,626,2.67%
8127,APLE,"Apple Hospitality REIT, Inc.",Real Estate,REIT  Hotel & Motel,,RUT,21.44,0.7,2.10%,229.01M,0.49%,3.35B,16.42,0.91,0.27%,213.17M,3.20%,159.70M,,0.3,82.10%,2.20% / 3.09,,1.29B,2.6,660.40%,3.71%,4.69M,13.91%,13.85,1.08,15.19%,,18.43,9.44%,0.03,523.78,,,13.66  18.22,5.29%,0.96,34.35,5.00%,4.40%,17.97%,1.18,6.42%,,0.00%,59.10%,9.41%,0.37,63,,7.10%,17.50%,45.47,2.80%,2.16%,Yes,0.48,0.10%,,0.55,15.09,Yes,0.48,Aug 03 AMC,125.40%,1.52M,14.95,1.9,1.61%,1.38%,5.56%,"730,671",0.96%
8128,APLD,Applied Digital Corporation,Financial,Capital Markets,,RUT,,0.48,8.00%,94.12M,9.31%,697.24M,5.43,1.3,2.00%,59.70M,12.67%,44.60M,,0.02,25.20%,17.43% / 1.28,,55.40M,12.59,222.40%,13.73%,10.41M,125.72%,0.65,10.87,115.59%,25.20%,15.75,234.83%,0.23,30.45,,61.00%,1.45  11.62,283.97%,,,24.90%,26.90%,39.20%,4.04,,0.2,17.20%,19.90%,387.24%,0.86,55,0.2,192.90%,68.10%,39.14,6.88%,10.49%,Yes,0.39,66.30%,72.90%,0.24,7.15,Yes,0.31,Jul 24 BMO,,8.13M,7.07,2,16.04%,18.01%,64.89%,"1,697,964",1.19%
8129,APIE,ActivePassive International Equity ETF,Financial,Exchange Traded Fund,,,,,,,0.70%,,,,,,2.66%,,,,, / ,,,,,,,,,,,,,,,,,,23.97  26.56,2.17%,,,,,4.44%,,,,,,5.87%,0.39,,,,,43.76,1.36%,1.07%,No,,,,0.26,25.56,No,,,,9.39K,25.38,,1.86%,0.45%,0.23%,"2,162",0.70%
8130,API,"Agora, Inc.",Technology,Software  Application,,,,1,2.10%,109.88M,4.79%,300.30M,,0.24,0.00%,80.45M,13.62%,110.20M,,0.12,48.90%,3.02% / 6.05,,158.50M,1.89,64.30%,5.24%,2.43M,36.45%,6.63,0.44,40.00%,12.40%,5.5,42.64%,4.11,0.7,,13.60%,2.38  5.56,26.21%,,,,16.00%,48.11%,0.15,,6.8,,61.90%,21.22%,0.16,1001,6.8,0.70%,69.60%,39.8,3.93%,5.42%,Yes,0,68.20%,67.20%,0.62,2.97,Yes,0,May 30 AMC,,401.40K,2.88,2,6.72%,7.47%,15.48%,"217,483",2.86%
8131,APH,Amphenol Corporation,Technology,Electronic Components,,S&P 500,28.37,3.07,0.58%,595.00M,0.09%,52.73B,27.21,3.21,29.63%,592.92M,1.75%,1.90B,4.28,0.74,96.80%,0.96% / 2.05,,12.56B,4.2,22.10%,0.04%,5.72M,8.59%,12.63,6.91,9.84%,12.50%,92.7,11.35%,2.49,35.08,6.64%,26.80%,65.21  90.28,14.55%,0.84,36.25,13.10%,17.60%,3.39%,1.25,0.96%,1.6,12.50%,32.10%,33.75%,1.39,91000,2.3,2.60%,20.40%,55.19,1.49%,1.60%,Yes,0.57,2.30%,15.20%,0.33,87.91,Yes,0.53,Jul 26 BMO,25.90%,2.79M,87.22,2.3,0.48%,4.48%,10.08%,"803,725",0.78%
8132,APGN,"Apexigen, Inc.",Healthcare,Biotechnology,,,,1.33,2.90%,24.16M,2.45%,10.55M,,0.27,0.00%,20.84M,7.40%,29.10M,,0.19,28.10%,0.31% / 0.25,,,,5.00%,62.77%,0.06M,68.13%,0.13,3.31,48.00%,124.00%,,95.60%,0.52,0.83,,87.40%,0.33  9.80,36.92%,,,,,95.61%,3.57,,1.2,,,30.17%,0.04,12,1.2,,,50.14,5.86%,8.93%,Yes,0,40.60%,,0.3,0.42,Yes,0,,,262.68K,0.43,3,0.40%,5.00%,56.77%,"68,603",3.41%
8133,APGB,Apollo Strategic Growth Capital II,Financial,Shell Companies,,,34.02,0.31,,86.25M,0.10%,365.70M,,,,17.74M,0.92%,26.40M,,,85.20%,0.08% / 0.13,,,,107.80%,0.64%,0.01M,2.87%,7.78,1.34,,3.80%,,5.63%,0.01,1828.52,,4.00%,9.85  10.50,3.89%,,,,,0.86%,0.01,,0,,,5.69%,0.05,,0,,,57.66,0.38%,0.29%,No,0.01,9.40%,,0.05,10.4,Yes,0,,0.00%,108.79K,10.41,,0.26%,0.89%,2.41%,"4,750",0.10%
8134,APG,APi Group Corporation,Industrials,Engineering & Construction,,RUT,94.35,0.3,1.00%,235.00M,0.02%,6.69B,15.58,1.8,21.88%,207.34M,0.79%,80.00M,5.74,0.44,86.70%,1.35% / 3.11,,6.82B,0.98,116.40%,0.11%,2.81M,29.98%,9.56,2.94,19.54%,1.00%,31.67,60.02%,1.55,18.19,16.45%,3.70%,13.09  29.57,49.47%,,21.18,34.80%,3.00%,4.92%,,,1.4,16.60%,26.80%,114.78%,0.59,26000,1.5,7.40%,4.30%,54.02,2.35%,1.97%,Yes,1.26,91.90%,1.20%,0.62,28.05,Yes,1.23,Aug 03 BMO,0.00%,904.17K,28.11,1.9,1.01%,5.00%,26.79%,"494,590",0.23%
8135,APEI,"American Public Education, Inc.",Consumer Defensive,Education & Training Services,,,,6.76,1.50%,18.98M,14.60%,104.98M,,0.2,36.18%,17.13M,22.56%,127.60M,,0.31,93.30%,1.64% / 1.57,,601.30M,0.17,727.30%,10.88%,0.28M,54.98%,15.97,0.35,79.20%,20.00%,8.67,54.69%,7.33,0.77,15.00%,41.00%,3.76  14.22,54.03%,,1049.77,50.60%,24.10%,60.27%,0.74,,2.5,15.20%,51.70%,50.27%,0.41,2357,2.5,3.20%,24.70%,60.3,10.57%,7.84%,Yes,0.31,234.20%,21.20%,0.43,5.88,Yes,0.31,Aug 08 AMC,,178.72K,5.65,2.2,13.43%,17.31%,35.38%,"66,991",3.91%
8136,APE,"AMC Entertainment Holdings, Inc.",Communication Services,Entertainment,,,,0.76,0.27%,974.19M,0.64%,2.58B,,,97.52%,971.53M,8.55%,,,,16.36%,7.43% / 5.37,,4.08B,0.63,,,72.20M,33.77%,4.99,,,,2.27,,,,,,0.65  10.50,27.77%,,,,,82.84%,0.55,,,,,177.15%,0.08,2787,,21.50%,,51.66,4.10%,4.78%,No,,,,0.39,1.75,Yes,,,,13.44M,1.8,,0.33%,2.54%,8.85%,"4,645,661",2.94%
8137,APDN,"Applied DNA Sciences, Inc.",Healthcare,Diagnostics & Research,,,,0.44,2.88%,12.91M,3.07%,21.24M,,0.7,0.00%,12.54M,11.27%,5.00M,,0.24,14.30%,3.71% / 2.44,,17.50M,1.21,54.80%,69.05%,0.46M,4.24%,0.78,2.03,10.30%,27.40%,4,65.73%,0.92,1.73,,51.90%,0.97  4.90,4.82%,,,45.50%,108.30%,67.76%,0.55,,4.1,30.80%,32.20%,62.89%,0.13,61,4.2,27.90%,63.10%,52.11,8.81%,9.83%,Yes,0,119.70%,28.80%,0.47,1.75,Yes,0,May 11 AMC,,190.12K,1.58,2,0.57%,10.96%,14.83%,"78,867",9.71%
8138,APD,"Air Products and Chemicals, Inc.",Basic Materials,Specialty Chemicals,,S&P 500,29.65,9.73,0.30%,222.40M,1.37%,63.46B,22.84,12.62,0.00%,221.28M,3.55%,2.16B,3.09,3.12,85.40%,0.88% / 2.32,,13.13B,4.83,10.60%,1.12%,1.96M,0.50%,63.57,4.54,10.73%,7.60%,329.71,8.55%,8.66,33.29,9.60%,15.90%,224.75  328.56,6.46%,7,,14.30%,8.80%,12.24%,0.88,2.43%,1.2,9.20%,27.50%,28.29%,5.28,19710,1.4,4.90%,18.10%,44.46,1.74%,1.50%,Yes,0.66,2.20%,16.70%,0.48,286.31,Yes,0.61,Aug 03 BMO,68.40%,842.17K,288.34,2.3,2.79%,0.86%,0.92%,"355,928",0.71%
8139,APCX,AppTech Payments Corp.,Technology,Software  Infrastructure,,,,0.85,1.50%,17.85M,16.99%,58.38M,,,0.00%,13.78M,88.45%,14.70M,,,1.50%,2.62% / 2.84,,0.40M,145.94,79.30%,97.17%,0.36M,33.74%,0.55,6.03,,,1.79,349.31%,0.12,27.8,,,0.40  5.37,39.95%,,,34.10%,174.60%,38.26%,0.64,,2,12.00%,49.00%,720.18%,0.26,23,2,0.00%,,72.66,10.53%,10.13%,No,0.04,37.80%,,2.22,3.6,Yes,0.01,,,127.08K,3.32,2,46.26%,65.75%,78.12%,"248,936",7.87%
8140,APCB,ActivePassive Core Bond ETF,Financial,Exchange Traded Fund,,,,,,,0.48%,,,,,,2.01%,,,,, / ,,,,,,,,,,,,,,,,,,28.91  30.15,3.66%,1.09,,,,3.66%,,3.77%,,,,0.48%,0.13,,,,,38.8,0.41%,0.23%,No,,,,0.37,29.13,No,,,,9.43K,29.04,,1.10%,1.46%,1.70%,"3,086",0.28%
8141,APCA,AP Acquisition Corp.,Financial,Shell Companies,,,135.87,0.08,,21.56M,0.28%,234.36M,,,,17.25M,1.02%,1.70M,,,76.70%,0.00% / 0.00,,,,,4.52%,0.00M,6.15%,8.1,1.34,,1.00%,,,0,2343.57,,1.00%,10.04  11.18,5.33%,,,,,2.77%,0.01,,0.2,,,8.27%,0.03,1,0.2,,,75.61,0.06%,0.24%,No,0,181.10%,,0.01,10.86,Yes,0,,0.00%,50.35K,10.87,,0.53%,1.33%,4.82%,410,0.09%
8142,APAM,Artisan Partners Asset Management Inc.,Financial,Asset Management,,RUT,13.82,2.76,2.19%,80.00M,0.88%,3.04B,11.78,3.24,0.56%,66.93M,8.62%,173.70M,0.6,0.79,84.60%,9.51% / 6.71,,946.20M,3.21,42.20%,1.86%,6.36M,7.43%,4.04,9.45,10.28%,14.10%,38,1.30%,2.18,17.54,23.00%,74.90%,25.42  42.97,29.78%,2,62.87,6.60%,60.80%,11.17%,1.86,5.24%,,4.50%,,50.18%,0.97,549,,16.70%,36.40%,38.77,2.21%,2.31%,Yes,0.78,19.60%,19.40%,0.24,38.16,Yes,0.78,Aug 01 AMC,100.40%,948.06K,38.17,3,6.30%,1.58%,11.31%,"202,835",0.03%
8143,APAC,StoneBridge Acquisition Corporation,Financial,Shell Companies,,,47.65,0.23,,13.67M,0.09%,81.32M,,,,2.40M,1.11%,6.30M,,,90.50%,0.07% / 0.08,,,,16.00%,15.72%,0.00M,8.62%,1.39,7.88,,3.90%,,10.15%,0,,,4.20%,10.02  11.49,6.72%,,,,,4.61%,0.02,,0.1,,,9.38%,0.09,,0.1,,,58.83,0.00%,0.52%,No,0.08,135.20%,,0.03,10.92,Yes,0,,0.00%,18.76K,10.96,,0.27%,1.36%,5.72%,501,0.37%
8144,APA,APA Corporation,Energy,Oil & Gas E&P,,S&P 500,7.27,6.18,0.44%,308.00M,7.39%,13.81B,7.87,5.71,0.00%,307.24M,16.49%,2.03B,,1.02,82.40%,2.98% / 1.76,,10.41B,1.33,325.20%,3.53%,9.17M,9.54%,2.3,19.55,37.62%,11.20%,45.73,35.36%,0.46,97.23,2.00%,273.50%,30.67  50.58,3.67%,1,43.15,24.40%,76.90%,11.10%,3.51,2.22%,0.8,13.50%,70.60%,46.61%,1.34,2273,1,41.10%,36.10%,77.35,2.99%,3.00%,Yes,7.86,54.50%,14.30%,0.65,44.15,Yes,7.86,Aug 02 AMC,18.50%,5.21M,44.97,2.3,12.26%,23.37%,13.19%,"2,996,419",1.85%
8145,AP,AmpcoPittsburgh Corporation,Industrials,Metal Fabrication,,,24.99,0.13,17.70%,19.40M,18.85%,62.00M,,,1.69%,13.75M,8.20%,2.40M,,,47.10%,3.98% / 31.51,,400.60M,0.15,186.20%,1.45%,0.55M,2.52%,5.49,0.57,,0.50%,,29.24%,0.31,10.16,,2.80%,2.14  4.58,25.44%,,,16.60%,0.60%,31.25%,0.98,,0.9,0.30%,16.20%,46.79%,0.26,1565,1.9,11.00%,0.90%,40.26,11.53%,7.32%,Yes,1.04,,0.60%,0.71,3.18,Yes,0.91,Aug 09 AMC,0.00%,17.36K,3.15,,15.19%,5.82%,4.30%,"10,891",0.99%
8146,AOUT,"American Outdoor Brands, Inc.",Consumer Cyclical,Leisure,,,,0.9,3.30%,13.25M,2.91%,125.55M,13.53,0.7,0.00%,12.68M,6.12%,12.00M,,0.24,70.30%,1.10% / 2.92,,191.20M,0.66,80.70%,7.76%,0.14M,7.38%,14.48,0.66,34.80%,4.70%,12.17,12.10%,1.67,5.71,,6.10%,6.97  11.60,4.79%,,4.87,22.80%,6.30%,17.74%,0.36,,2.5,2.20%,46.10%,36.87%,0.38,302,6.9,8.10%,6.60%,62.05,4.04%,4.30%,Yes,0.02,94.90%,6.30%,0.73,9.33,Yes,0.02,Jun 28 AMC,,47.76K,9.54,2,4.86%,12.91%,3.52%,"30,543",2.25%
8147,AOSL,Alpha and Omega Semiconductor Limited,Technology,Semiconductors,,RUT,34,0.95,1.00%,27.71M,3.19%,864.25M,23.5,1.37,4.97%,22.21M,1.23%,28.60M,2,0.02,68.90%,3.66% / 3.71,,723.80M,1.19,654.00%,1.46%,0.81M,5.96%,32.02,1.01,18.79%,2.20%,30.67,14.84%,9.91,3.25,17.00%,3.20%,20.64  45.89,12.71%,,,95.90%,49.80%,29.83%,2.48,,1.4,15.20%,30.10%,56.01%,1.31,2451,2.2,34.70%,5.30%,50.74,4.30%,3.05%,Yes,0.08,161.30%,3.90%,0.69,34.3,Yes,0.05,Aug 09 AMC,0.00%,219.44K,32.2,3.3,0.03%,3.41%,8.41%,"133,401",6.12%
8148,AOS,A. O. Smith Corporation,Industrials,Specialty Industrial Machinery,,S&P 500,39.89,1.79,0.84%,150.47M,1.64%,10.70B,18.51,3.86,1.19%,123.54M,2.24%,273.60M,4.99,0.77,95.36%,2.57% / 3.20,,3.74B,2.86,49.90%,0.62%,3.18M,8.57%,12.55,5.69,7.22%,8.30%,75.62,15.80%,2.74,26.12,8.00%,15.30%,46.58  76.94,24.83%,1.2,30.28,6.90%,11.30%,7.14%,1.28,1.68%,1.2,4.60%,37.80%,53.39%,1.39,12000,1.8,0.50%,7.50%,41.17,1.95%,1.91%,Yes,0.11,28.60%,7.30%,0.4,71.99,Yes,0.1,Jul 27 BMO,65.30%,993.56K,71.45,2.9,3.51%,0.45%,9.08%,"346,348",0.75%
8149,AORT,"Artivion, Inc.",Healthcare,Medical Devices,,RUT,,0.72,3.40%,40.43M,1.69%,697.87M,8400,0,11.76%,37.94M,6.94%,29.20M,,0.07,89.70%,7.69% / 18.31,,319.80M,2.18,26.10%,4.31%,2.92M,25.75%,6.92,2.43,100.00%,2.50%,25.3,23.29%,0.74,22.66,2.00%,6.90%,9.64  23.43,38.61%,,,46.80%,0.30%,28.30%,1.39,,3.7,10.60%,64.30%,74.27%,0.54,1300,5.5,7.80%,1.90%,53.47,4.28%,2.87%,Yes,1.11,293.90%,6.00%,0.28,16.58,Yes,1.11,May 04 AMC,,159.30K,16.8,1.4,0.45%,3.80%,22.09%,"39,651",1.33%
8150,AOR,iShares Core Growth Allocation ETF,Financial,Exchange Traded Fund,,,,,,,0.43%,,,,,,1.79%,,,,, / 3.27,,,,,,0.54M,2.25%,,,,,,1.01%,,,,,43.57  52.27,8.04%,1.08,,,,2.53%,0.61,2.13%,,,,16.93%,0.37,,,,,41.85,0.67%,0.55%,Yes,,,,1.04,51.29,Yes,,,,163.83K,50.95,,1.46%,0.56%,2.93%,"150,113",0.66%
8151,AON,Aon plc,Financial,Insurance Brokers,,S&P 500,24.93,12.85,0.10%,206.10M,1.67%,65.45B,19.94,16.06,28.36%,200.43M,4.90%,2.67B,2.71,2.25,89.60%,0.90% / 2.16,,12.87B,5.08,118.80%,1.52%,1.81M,0.93%,0.34,,13.05%,7.80%,339.75,7.59%,40.91,7.83,9.20%,,266.35  347.37,6.73%,2.46,25.57,33.60%,31.20%,7.78%,0.9,0.77%,1.1,4.50%,,20.27%,5.99,50000,1.1,5.50%,28.90%,43.29,1.61%,1.87%,Yes,,7.20%,20.10%,0.38,317.01,Yes,,Jul 28 BMO,13.40%,837.92K,320.33,2.9,2.42%,2.29%,1.97%,"281,028",1.05%
8152,AOMR,"Angel Oak Mortgage REIT, Inc.",Real Estate,REIT  Mortgage,,RUT,,5.87,1.80%,24.66M,6.09%,238.05M,7.42,1.3,0.00%,23.92M,11.48%,143.80M,,0.14,85.80%,3.11% / 8.40,,42.40M,5.61,67.90%,1.04%,0.74M,26.34%,9.91,0.98,416.67%,4.70%,8.5,37.56%,1.49,6.47,,51.70%,4.43  15.65,104.33%,1.28,0.47,,1.20%,38.24%,1.25,13.24%,,,95.30%,118.17%,0.25,300,,59.80%,30.20%,68.21,2.75%,2.82%,No,7.75,101.20%,,0.86,9.58,Yes,5.94,Aug 08 BMO,,88.66K,9.66,3,4.27%,14.78%,24.82%,"66,909",0.89%
8153,AOM,iShares Core Moderate Allocation ETF,Financial,Exchange Traded Fund,,,,,,,0.50%,,,,,,1.55%,,,,, / 1.42,,,,,,0.15M,1.06%,,,,,,1.23%,,,,,35.71  40.88,5.21%,0.97,,,,2.17%,0.45,2.42%,,,,11.99%,0.26,,,,,40.11,0.60%,0.52%,Yes,,,,0.51,40.15,Yes,,,,106.87K,39.99,,1.24%,0.74%,1.49%,"47,826",0.40%
8154,AOK,iShares Core Conservative Allocation ETF,Financial,Exchange Traded Fund,,,,,,,0.55%,,,,,,1.87%,,,,, / 1.76,,,,,,0.19M,0.13%,,,,,,2.44%,,,,,31.85  35.97,3.77%,0.89,,,,3.04%,0.38,2.56%,,,,9.50%,0.2,,,,,39.76,0.53%,0.45%,No,,,,0.3,34.99,Yes,,,,106.69K,34.88,,1.29%,0.87%,0.74%,"28,189",0.32%
8155,AOGO,Arogo Capital Acquisition Corp.,Financial,Shell Companies,,,201.7,0.05,16.16%,7.65M,0.83%,81.46M,,,0.00%,4.24M,1.33%,0.20M,,,79.70%,0.27% / 0.46,,,,,4.01%,0.01M,7.11%,33.2,0.32,,0.20%,,,0.03,407.29,,0.20%,9.91  11.67,5.53%,,,,,8.39%,0.04,,0.3,,,7.87%,0.12,3,0.3,,,58.7,0.57%,1.10%,No,0,,,0.03,10.69,Yes,0,,0.00%,25.02K,10.69,,0.60%,1.40%,4.91%,633,0.00%
8156,AOD,Abrdn Total Dynamic Dividend Fund,Financial,ClosedEnd Fund  Foreign,,,20.23,0.4,,105.43M,0.49%,852.94M,,,,105.43M,2.76%,,,,35.88%,0.07% / 0.26,,80.34M,10.62,,,0.07M,3.00%,9.54,0.85,,,,5.49%,,,,,6.87  8.70,3.72%,0.69,,,,7.01%,1.04,8.53%,,,,17.76%,0.08,,,4.00%,,37.19,1.00%,0.76%,No,,,,0.66,8.14,Yes,,,,279.69K,8.09,,2.34%,1.45%,0.10%,"162,309",0.61%
8157,AOA,iShares Core Aggressive Allocation ETF,Financial,Exchange Traded Fund,,,,,,,0.58%,,,,,,1.86%,,,,, / 0.46,,,,,,0.03M,3.86%,,,,,,3.17%,,,,,54.00  67.81,10.17%,1.26,,,,2.93%,0.78,1.91%,,,,21.90%,0.53,,,,,41.84,0.83%,0.66%,Yes,,,,0.59,66.09,Yes,,,,75.59K,65.83,,1.60%,0.31%,4.40%,"39,101",0.41%
8158,ANZU,Anzu Special Acquisition Corp I,Financial,Shell Companies,,,71.6,0.14,,42.52M,0.05%,154.03M,,,,3.41M,0.98%,7.50M,,,87.50%,0.02% / 0.02,,,,,27.02%,0.00M,3.41%,0.59,17.47,,2.30%,,5.74%,0.01,1540.33,,2.40%,9.81  10.50,2.90%,,,,,1.81%,0.04,,0.1,,,5.10%,0.03,,0.1,,,57.63,0.00%,0.27%,No,0.09,92.80%,,0,10.31,Yes,0,,0.00%,27.24K,10.31,,0.17%,1.12%,2.89%,0,0.00%
8159,ANY,Sphere 3D Corp.,Technology,Software  Application,,,,18.8,3.06%,11.04M,1.20%,23.32M,,,36.74%,10.65M,30.41%,181.70M,,,7.90%,0.98% / 0.62,,7.70M,3.03,403.70%,57.86%,0.10M,26.06%,2.91,0.71,,121.30%,,61.08%,0.24,8.64,20.00%,176.90%,1.62  6.30,6.82%,,,34.90%,508.80%,67.30%,2.34,,,13.60%,35.80%,27.34%,0.17,429,1.2,114.30%,,40.76,8.77%,7.68%,Yes,0,78.80%,,0.3,1.99,Yes,0,,,167.67K,2.06,2,12.47%,9.09%,18.35%,"44,588",3.52%
8160,ANVS,"Annovis Bio, Inc.",Healthcare,Biotechnology,,,,3.57,29.59%,8.20M,1.59%,119.57M,,3.5,0.00%,5.31M,1.82%,29.20M,,1.14,9.10%,7.07% / 12.76,,,,63.40%,3.81%,0.38M,30.71%,2.46,5.47,23.70%,89.40%,46,9.53%,1.89,7.12,,102.70%,10.14  23.91,0.15%,,,,,43.75%,1.19,,4.7,,,32.64%,0.59,5,4.7,,,50.91,3.89%,3.96%,No,0,85.20%,,0.31,13.16,Yes,0,,,29.42K,13.45,1.7,1.32%,2.01%,5.62%,"8,064",2.20%
8161,ANTX,"AN2 Therapeutics, Inc.",Healthcare,Biotechnology,,,,2.51,39.96%,19.39M,1.69%,159.01M,,3.89,0.13%,17.55M,8.39%,48.60M,,0.85,49.00%,0.77% / 1.43,,,,86.20%,1.22%,0.14M,41.26%,4.26,1.97,9.00%,45.90%,24,24.05%,4.68,1.8,,48.70%,4.87  22.49,11.86%,,,,,62.65%,0.29,,10.5,,,72.48%,0.58,35,10.5,,,58.36,7.05%,6.37%,No,0,56.10%,,0.06,8.4,Yes,0,May 11 AMC,,94.85K,8.4,1.5,4.36%,9.20%,13.18%,"4,655",0.00%
8162,ANTE,AirNet Technology Inc.,Communication Services,Advertising Agencies,,,,2.35,10.00%,8.99M,9.24%,10.35M,,,0.00%,8.72M,18.62%,13.30M,,,1.30%,0.04% / 0.87,,2.90M,3.57,89.20%,11.63%,0.00M,9.92%,5.09,0.23,,12.20%,,75.62%,0.31,3.83,20.00%,33.00%,0.65  4.96,7.27%,,,67.90%,24.10%,76.21%,1.63,,0.7,34.50%,82.10%,81.54%,0.08,39,0.7,96.50%,,36.65,4.83%,4.84%,No,0.28,179.80%,,0.42,1.2,Yes,0,,,4.35K,1.18,,12.88%,11.64%,24.10%,"1,620",1.67%
